3.200000000000000067e-01,3.518461695816712531e+00,9.184821519893627340e+01,9.546895775800348360e+01,9.719750434693669661e+01,9.737138181446250940e+01,9.704408305206095520e+01,9.714636391531144000e+01,9.724864477856193901e+01
3.300000000000000155e-01,3.416180832566226844e+00,9.111179298353278000e+01,9.509051856397667279e+01,9.691111792983532780e+01,9.714636391531144000e+01,9.676792472128464340e+01,9.694180218881047040e+01,9.696225836146055599e+01
3.400000000000000244e-01,3.344584228290886863e+00,9.044696737240461459e+01,9.471207936994989041e+01,9.667587194435921560e+01,9.683952132555998560e+01,9.634857318195764719e+01,9.672701237598445800e+01,9.669632811700931541e+01
3.500000000000000333e-01,3.180934847090108875e+00,8.940370256724966680e+01,9.432341208959803680e+01,9.633834509563260440e+01,9.657359108110871659e+01,9.602127441955610720e+01,9.643039787255803219e+01,9.647131021785824601e+01
3.600000000000000422e-01,3.109338242814769337e+00,8.856499948859568860e+01,9.403702567249668220e+01,9.610309911015649220e+01,9.606218676485629260e+01,9.565306331185435340e+01,9.603150250588113579e+01,9.621560805973201980e+01
3.699999999999999956e-01,2.966145034264089375e+00,8.771606832361665340e+01,9.384269203232075540e+01,9.577580034775493800e+01,9.573488800245473840e+01,9.527462411782755680e+01,9.561215096655415380e+01,9.598036207425590760e+01
3.800000000000000044e-01,2.884320343663700381e+00,8.675462820906207639e+01,9.335174388871841700e+01,9.536667689475298459e+01,9.523371177252735720e+01,9.493709726910095981e+01,9.513143090927688661e+01,9.572465991612968139e+01
3.900000000000000133e-01,2.843407998363506106e+00,8.567045105860692900e+01,9.293239234939142079e+01,9.488595683747570320e+01,9.476321980157513281e+01,9.455865807507414900e+01,9.468139511097473360e+01,9.529508029047765660e+01
4.000000000000000222e-01,2.761583307763117556e+00,8.444308069960109719e+01,9.253349698271452439e+01,9.448706147079880679e+01,9.430295591694793700e+01,9.409839419044696740e+01,9.423135931267260901e+01,9.499846578705123079e+01
4.100000000000000311e-01,2.689986703487777575e+00,8.336913163547100680e+01,9.219597013398792740e+01,9.397565715454638280e+01,9.378132351437045600e+01,9.365858647846987139e+01,9.368927073744502820e+01,9.452797381609900640e+01
4.200000000000000400e-01,2.638846271862534287e+00,8.226449831236575960e+01,9.177661859466094540e+01,9.341311240666870219e+01,9.333128771606831720e+01,9.322900685281783240e+01,9.309604173059220500e+01,9.403702567249668220e+01
4.299999999999999933e-01,2.577477753912242875e+00,8.104735603968497060e+01,9.134703896900889220e+01,9.286079574511609280e+01,9.272783062289045120e+01,9.273805870921549399e+01,9.243121611946403959e+01,9.352562135624424400e+01
4.400000000000000022e-01,2.536565408612048600e+00,7.963588012682826900e+01,9.068221335788074100e+01,9.230847908356346920e+01,9.212437352971258520e+01,9.210391735706249960e+01,9.171525007671064600e+01,9.305512938529201961e+01
4.500000000000000111e-01,2.505881149636902894e+00,7.840850976782243720e+01,9.025263373222868779e+01,9.185844328526133040e+01,9.145954791858443400e+01,9.148000409123451959e+01,9.105042446558249480e+01,9.248235655108929620e+01
4.600000000000000200e-01,2.444512631686611481e+00,7.719136749514166240e+01,8.958780812110053660e+01,9.111179298353278000e+01,9.061061675360539880e+01,9.069244144420579801e+01,9.037537076812928660e+01,9.190958371688657280e+01
4.700000000000000289e-01,2.403600286386417206e+00,7.592308479083563100e+01,8.888207016467218580e+01,9.044696737240461459e+01,8.984351027922674859e+01,8.984351027922674859e+01,8.960826429375063640e+01,9.126521427840850720e+01
4.800000000000000377e-01,2.362687941086222487e+00,7.454229313695407200e+01,8.808427943131839299e+01,8.953666768947529420e+01,8.900480720057277040e+01,8.910708806382325520e+01,8.852408714329548900e+01,9.055947632198014219e+01
4.899999999999999911e-01,2.301319423135931075e+00,7.317172956939757000e+01,8.734785721591489960e+01,8.869796461082131600e+01,8.802291091336810780e+01,8.815587603559373520e+01,8.768538406464149659e+01,8.975145750230130659e+01
5.000000000000000000e-01,2.301319423135931075e+00,7.163751662064028380e+01,8.660120691418636341e+01,8.770584023729161061e+01,8.725580443898945759e+01,8.729671678428965720e+01,8.680576864068733300e+01,8.897412294159762780e+01
