1.000000000000000021e-02,9.777027718113940580e+01,9.889536667689475280e+01,9.898741945382019480e+01,1.003272987624015684e+02,1.002352459854761122e+02,1.000000000000000000e+02,1.000409123453001996e+02,1.000204561726500998e+02
2.000000000000000042e-02,9.116293341515802240e+01,9.889536667689475280e+01,9.894650710851999520e+01,1.003170706760765114e+02,1.002250178991510552e+02,9.997954382734990020e+01,1.000102280863250428e+02,1.000000000000000000e+02
2.999999999999999889e-02,8.260202516109235660e+01,9.886468241791959599e+01,9.887491050424465300e+01,1.002659302444512548e+02,1.001943336401759126e+02,9.995908765469980040e+01,1.000000000000000000e+02,9.998977191367495720e+01
4.000000000000000083e-02,7.256827247621970400e+01,9.884422624526951040e+01,9.880331389996931080e+01,1.002557021581261978e+02,1.001329651222256274e+02,9.995908765469980040e+01,9.998977191367495720e+01,9.990794722307457221e+01
5.000000000000000278e-02,6.131737751866626240e+01,9.880331389996931080e+01,9.880331389996931080e+01,1.002045617265009696e+02,1.001227370359005704e+02,9.995908765469980040e+01,9.992840339572465780e+01,9.987726296409942961e+01
6.000000000000000472e-02,5.026081620128874050e+01,9.872148920936891159e+01,9.877262964099416820e+01,1.001738774675258412e+02,1.001022808632504848e+02,9.997954382734990020e+01,9.989771913674951520e+01,9.985680679144931560e+01
6.999999999999999278e-02,4.070778357369336220e+01,9.864989260509359781e+01,9.877262964099416820e+01,1.001431932085506702e+02,1.000409123453001996e+02,9.994885956837474339e+01,9.985680679144931560e+01,9.982612253247417300e+01
8.000000000000000167e-02,3.372200061368517510e+01,9.859875217346834120e+01,9.869080495039376899e+01,1.001125089495755276e+02,1.000306842589751426e+02,9.991817530939960079e+01,9.986703487777437260e+01,9.976475401452388780e+01
8.999999999999999667e-02,2.798404418533292315e+01,9.853738365551805600e+01,9.866012069141864060e+01,1.000818246906003850e+02,1.000204561726500998e+02,9.987726296409942961e+01,9.986703487777437260e+01,9.974429784187377379e+01
9.999999999999999167e-02,2.350414237496164560e+01,9.840441853329241439e+01,9.860898025979338399e+01,1.000920527769254278e+02,1.000102280863250428e+02,9.976475401452388780e+01,9.980566635982407320e+01,9.967270123759844580e+01
1.100000000000000006e-01,1.984248747059425355e+01,9.835327810166717200e+01,9.853738365551805600e+01,9.997954382734990020e+01,1.000000000000000000e+02,9.974429784187377379e+01,9.972384166922368820e+01,9.962156080597320340e+01
1.199999999999999956e-01,1.693771095428045470e+01,9.828168149739184400e+01,9.849647131021785640e+01,9.992840339572465780e+01,9.998977191367495720e+01,9.967270123759844580e+01,9.962156080597320340e+01,9.957042037434796100e+01
1.300000000000000044e-01,1.458525109951928123e+01,9.813848828884115960e+01,9.844533087859261400e+01,9.991817530939960079e+01,9.987726296409942961e+01,9.961133271964814639e+01,9.952950802904776140e+01,9.952950802904776140e+01
1.400000000000000133e-01,1.252940574818451402e+01,9.797483890764037540e+01,9.842487470594252841e+01,9.981589444614911599e+01,9.984657870512427280e+01,9.954996420169787541e+01,9.951927994272271860e+01,9.948859568374757600e+01
1.500000000000000222e-01,1.099519279942722605e+01,9.774982100848930600e+01,9.838396236064231459e+01,9.971361358289864540e+01,9.983635061879921579e+01,9.948859568374757600e+01,9.943745525212231939e+01,9.941699907947221959e+01
1.600000000000000033e-01,9.542804541270328400e+00,9.763731205891377840e+01,9.829190958371688680e+01,9.965224506494834600e+01,9.978521018717397340e+01,9.940677099314717680e+01,9.937608673417204841e+01,9.935563056152194861e+01
1.700000000000000122e-01,8.438171218165081200e+00,9.751457502301319380e+01,9.824076915209164440e+01,9.957042037434796100e+01,9.962156080597320340e+01,9.933517438887183459e+01,9.927380587092154940e+01,9.933517438887183459e+01
1.800000000000000211e-01,7.640380484811291950e+00,9.726910095121201039e+01,9.800552316661553220e+01,9.944768333844737640e+01,9.951927994272271860e+01,9.924312161194640680e+01,9.917152500767106460e+01,9.926357778459650660e+01
1.900000000000000022e-01,6.822133578807404675e+00,9.716682008796153980e+01,9.784187378541474800e+01,9.938631482049707699e+01,9.946813951109747620e+01,9.915106883502097901e+01,9.908970031707067960e+01,9.912038457604582220e+01
2.000000000000000111e-01,6.361869694180217749e+00,9.697248644778562721e+01,9.767822440421396379e+01,9.931471821622174900e+01,9.940677099314717680e+01,9.900787562647028039e+01,9.895673519484505221e+01,9.898741945382019480e+01
2.100000000000000200e-01,5.830009205277693063e+00,9.675769663495958639e+01,9.751457502301319380e+01,9.924312161194640680e+01,9.927380587092154940e+01,9.893627902219495240e+01,9.888513859056969579e+01,9.893627902219495240e+01
2.200000000000000011e-01,5.410657665950700412e+00,9.645085404520813199e+01,9.735092564181240959e+01,9.904878797177048000e+01,9.918175309399612161e+01,9.884422624526951040e+01,9.873171729569398281e+01,9.880331389996931080e+01
2.300000000000000100e-01,5.073130817224097200e+00,9.618492380075687720e+01,9.719750434693669661e+01,9.884422624526951040e+01,9.905901605809552279e+01,9.871126112304386879e+01,9.866012069141864060e+01,9.871126112304386879e+01
2.400000000000000189e-01,4.848112918073028688e+00,9.582694077938018040e+01,9.706453922471105500e+01,9.873171729569398281e+01,9.895673519484505221e+01,9.859875217346834120e+01,9.855783982816814159e+01,9.862943643244349801e+01
2.500000000000000000e-01,4.561726500971667875e+00,9.545872967167842660e+01,9.693157410248541339e+01,9.857829600081824140e+01,9.882377007261941060e+01,9.849647131021785640e+01,9.843510279226757120e+01,9.851692748286794199e+01
2.600000000000000089e-01,4.336708601820599362e+00,9.510074665030172980e+01,9.675769663495958639e+01,9.844533087859261400e+01,9.859875217346834120e+01,9.831236575636698660e+01,9.831236575636698660e+01,9.842487470594252841e+01
2.700000000000000178e-01,4.173059220619822263e+00,9.475299171525007580e+01,9.652245064948348841e+01,9.832259384269204361e+01,9.835327810166717200e+01,9.808734785721591720e+01,9.818962872046638779e+01,9.829190958371688680e+01
2.800000000000000266e-01,3.988953666768947581e+00,9.423135931267260901e+01,9.636902935460776121e+01,9.813848828884115960e+01,9.823054106576660160e+01,9.789301421703999040e+01,9.806689168456581740e+01,9.816917254781630220e+01
2.900000000000000355e-01,3.825304285568170926e+00,9.355630561521938660e+01,9.621560805973201980e+01,9.794415464866523280e+01,9.802597933926561780e+01,9.769868057686407781e+01,9.790324230336504741e+01,9.799529508029046099e+01
2.999999999999999889e-01,3.712795335992635781e+00,9.307558555794210520e+01,9.594967781528076500e+01,9.767822440421396379e+01,9.782141761276464820e+01,9.747366267771299420e+01,9.766799631788892100e+01,9.781118952643960540e+01
3.099999999999999978e-01,3.579830213767004388e+00,9.252326889638948160e+01,9.575534417510483820e+01,9.744297841873785160e+01,9.761685588626367860e+01,9.726910095121201039e+01,9.742252224608776601e+01,9.748389076403803699e+01
