1.600000000000000000e+01,4.526807308197021484e+01
3.200000000000000000e+01,4.660539197921752930e+01
4.700000000000000000e+01,4.960391712188720703e+01
6.400000000000000000e+01,5.225581407546997070e+01
8.000000000000000000e+01,5.244371509552001953e+01
9.400000000000000000e+01,5.421621298789978027e+01
1.570000000000000000e+02,5.790686416625976562e+01
7.840000000000000000e+02,1.206695208549499512e+02
