1.000000000000000021e-02,9.547812359043751940e+01,9.728236355435272742e+01,9.737257555254849706e+01,9.591790708164185730e+01,9.491429860171402311e+01,9.227559765448805251e+01,9.398962562020749090e+01
2.000000000000000042e-02,8.665990076680198229e+01,9.661705006765899384e+01,9.571493008570139693e+01,9.412494361750111693e+01,8.927604871447901758e+01,9.173432566531349153e+01,9.320027063599458472e+01
2.999999999999999889e-02,7.642083897158322259e+01,9.578258908434821706e+01,9.349345963013078631e+01,9.173432566531349153e+01,8.298376184032476033e+01,9.117050067658998103e+01,9.252368064952638349e+01
4.000000000000000083e-02,6.695985566080288720e+01,9.503834009923319570e+01,9.080965268380694511e+01,8.923094271538114697e+01,7.796571944068560356e+01,9.058412268831754943e+01,9.167794316644112484e+01
5.000000000000000278e-02,5.906630581867388230e+01,9.387686062246278595e+01,8.766350924672980227e+01,8.587054578258907611e+01,7.518042399639151085e+01,8.997519170049616832e+01,9.091114118177718240e+01
6.000000000000000472e-02,5.227785295444293467e+01,9.252368064952638349e+01,8.450608930987820600e+01,8.264546684709065971e+01,7.362426702751466223e+01,8.927604871447901758e+01,8.999774470004510363e+01
6.999999999999999278e-02,4.633513757329724569e+01,9.136220117275597374e+01,8.114569237708614935e+01,7.958953540820928652e+01,7.284618854307622371e+01,8.857690572846188104e+01,8.907307171853857142e+01
8.000000000000000167e-02,4.137347767253044850e+01,8.988497970230039869e+01,7.785295444294091283e+01,7.629679747406404999e+01,7.204555705908886409e+01,8.776499774470003956e+01,8.809201623815967253e+01
8.999999999999999667e-02,3.726883175462336339e+01,8.846414073071717610e+01,7.479702300405953963e+01,7.306044203879116594e+01,7.209066305818673470e+01,8.681777176364457205e+01,8.700947225981055055e+01
9.999999999999999167e-02,3.400992331980152983e+01,8.663734776725303277e+01,7.157194406856112323e+01,6.977898060442038286e+01,7.169598556608029583e+01,8.582543978349119129e+01,8.601714027965719822e+01
1.100000000000000006e-01,3.143888137122237225e+01,8.497970230040596107e+01,6.859494812810102360e+01,6.679070816418584400e+01,7.139152007216959817e+01,8.485566080288677426e+01,8.510374379792511945e+01
1.199999999999999956e-01,2.937528191249436205e+01,8.368290482634189686e+01,6.585475868290482993e+01,6.417456021650880871e+01,7.125620207487595792e+01,8.369418132611636452e+01,8.382949932341000476e+01
1.300000000000000044e-01,2.736806495263869721e+01,8.207036535859269577e+01,6.292286874154262932e+01,6.195308976093820519e+01,7.061344158773115964e+01,8.267929634641406267e+01,8.274695534506089700e+01
1.400000000000000133e-01,2.552999548940008623e+01,8.031123139377537257e+01,6.001353179972935692e+01,5.916779431664411959e+01,6.991429860171402311e+01,8.140505187189896219e+01,8.165313486693729317e+01
1.500000000000000222e-01,2.433468651330626642e+01,7.848443843031121503e+01,5.767929634641406267e+01,5.681100586377988293e+01,6.914749661705006645e+01,8.020974289580514949e+01,8.077356788452864578e+01
1.600000000000000033e-01,2.328597203428055806e+01,7.671402796571943838e+01,5.533378439332431498e+01,5.426251691474966066e+01,6.836941813261162793e+01,7.918358141632837999e+01,7.952187640956248060e+01
1.700000000000000122e-01,2.245151105096977773e+01,7.527063599458728049e+01,5.315741993685160338e+01,5.187189896256202104e+01,6.764772214704555608e+01,7.828146143437076887e+01,7.808976093820477615e+01
1.800000000000000211e-01,2.168470906630581752e+01,7.374830852503383483e+01,5.118403247631935216e+01,4.987595850248083451e+01,6.716283265674334757e+01,7.715381145692377629e+01,7.688317546233648159e+01
1.900000000000000022e-01,2.089535408209291845e+01,7.183130356337392186e+01,4.937979251240414413e+01,4.788001804239963377e+01,6.663283716734325424e+01,7.638700947225980542e+01,7.574424898511502136e+01
2.000000000000000111e-01,2.037663509246729632e+01,7.003834009923319570e+01,4.750789354984213020e+01,4.614343707713125298e+01,6.596752368064952066e+01,7.537212449255750357e+01,7.458276950834459740e+01
2.100000000000000200e-01,1.968876860622462743e+01,6.833558863328822497e+01,4.561344158773116675e+01,4.446323861073522465e+01,6.535859269282813955e+01,7.417681551646369087e+01,7.336490753270183518e+01
2.200000000000000011e-01,1.924898511502029663e+01,6.662156066756878658e+01,4.375281912494361336e+01,4.274921064501578627e+01,6.470455570590888783e+01,7.300405953991881347e+01,7.227108705457825977e+01
2.300000000000000100e-01,1.875281912494361691e+01,6.503157419936852079e+01,4.194857916102841244e+01,4.118177717636445578e+01,6.388137122237257159e+01,7.198917456021651162e+01,7.115471357690572063e+01
2.400000000000000189e-01,1.831303563373928611e+01,6.323861073522777332e+01,4.044880469102390208e+01,3.969327920613441307e+01,6.323861073522777332e+01,7.076003608479926754e+01,6.984663960306718877e+01
2.500000000000000000e-01,1.796346414073071784e+01,6.175011276499774482e+01,3.906179521876409666e+01,3.823861073522778753e+01,6.257329724853404684e+01,6.968876860622462743e+01,6.874154262516914571e+01
2.600000000000000089e-01,1.752368064952638704e+01,6.030672079386558693e+01,3.775372124492557191e+01,3.682904826341903259e+01,6.194181326116373754e+01,6.870771312584572854e+01,6.772665764546684386e+01
2.700000000000000178e-01,1.724176815516463890e+01,5.881822282363553711e+01,3.616373477672530612e+01,3.565629228687415520e+01,6.119756427604870908e+01,6.774921064501579338e+01,6.653134866937303116e+01
2.800000000000000266e-01,1.698240866035182606e+01,5.744248985115019224e+01,3.495714930085701155e+01,3.439332431213350816e+01,6.063373928732520568e+01,6.672304916553900966e+01,6.518944519621109634e+01
2.900000000000000355e-01,1.670049616599007791e+01,5.614569237708615645e+01,3.368290482634190397e+01,3.328822733423545088e+01,5.999097880018042872e+01,6.542625169147497388e+01,6.374605322507893845e+01
2.999999999999999889e-01,1.648624267027514634e+01,5.467974740640505615e+01,3.243121335137573169e+01,3.223951285520973897e+01,5.925800631483987502e+01,6.437753721244925487e+01,6.259585024808299636e+01
